"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"182",948,"CD36",0.446,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"183",960,"CD44",0.363,0.962,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.03,1,1994,1997,3,0,"BEFREE"
"184",960,"CD44",0.363,0.962,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2002,2003,2,0,"LHGDN"
"185",960,"CD44",0.363,0.962,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"186",960,"CD44",0.363,0.962,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.02,1,1997,1997,2,0,"BEFREE"
"187",960,"CD44",0.363,0.962,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"188",960,"CD44",0.363,0.962,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.02,1,1997,1997,2,0,"BEFREE"
"189",965,"CD58",0.584,0.769,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,1991,1991,1,0,"BEFREE"
"190",965,"CD58",0.584,0.769,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,1991,1991,1,0,"BEFREE"
"191",967,"CD63",0.542,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"192",967,"CD63",0.542,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"193",970,"CD70",0.542,0.692,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"194",977,"CD151",0.564,0.654,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"195",983,"CDK1",0.482,0.808,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE;LHGDN"
"196",999,"CDH1",0.401,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"197",999,"CDH1",0.401,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"198",999,"CDH1",0.401,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,0,2012,2012,1,0,"BEFREE"
"199",1017,"CDK2",0.456,0.692,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,1999,2,0,"BEFREE"
"200",1017,"CDK2",0.456,0.692,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"201",1017,"CDK2",0.456,0.692,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,1999,2,0,"BEFREE"
"202",1017,"CDK2",0.456,0.692,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"203",1019,"CDK4",0.412,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"204",1019,"CDK4",0.412,0.808,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"205",1019,"CDK4",0.412,0.808,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"206",1019,"CDK4",0.412,0.808,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2001,2008,2,0,"BEFREE"
"207",1019,"CDK4",0.412,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"208",1019,"CDK4",0.412,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"209",1020,"CDK5",0.495,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"210",1022,"CDK7",0.566,0.731,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"211",1026,"CDKN1A",0.403,0.769,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"212",1027,"CDKN1B",0.409,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,2010,2,0,"BEFREE"
"213",1027,"CDKN1B",0.409,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.04,0.75,2007,2014,4,0,"BEFREE"
"214",1027,"CDKN1B",0.409,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,2010,2,0,"BEFREE"
"215",1028,"CDKN1C",0.456,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"216",1029,"CDKN2A",0.3,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.1,0.889,1999,2018,18,0,"BEFREE"
"217",1029,"CDKN2A",0.3,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.03,1,2008,2014,3,0,"BEFREE;LHGDN"
"218",1029,"CDKN2A",0.3,0.885,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"219",1029,"CDKN2A",0.3,0.885,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.03,0.667,2003,2018,3,0,"BEFREE"
"220",1029,"CDKN2A",0.3,0.885,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.02,1,2000,2016,2,0,"BEFREE"
"221",1029,"CDKN2A",0.3,0.885,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2005,2009,2,0,"CTD_human"
"222",1029,"CDKN2A",0.3,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.04,1,2003,2016,4,0,"BEFREE"
"223",1029,"CDKN2A",0.3,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.04,1,2003,2016,4,0,"BEFREE"
"224",1029,"CDKN2A",0.3,0.885,"C0280790","Adult Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.04,1,1998,2009,4,0,"BEFREE"
"225",1029,"CDKN2A",0.3,0.885,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,1998,2019,10,0,"BEFREE"
"226",1029,"CDKN2A",0.3,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.1,0.889,1999,2018,18,0,"BEFREE"
"227",1029,"CDKN2A",0.3,0.885,"C1332943","Childhood Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.04,1,1998,2009,4,0,"BEFREE"
"228",1029,"CDKN2A",0.3,0.885,"C1332969","Childhood Ganglioglioma","disease","C04","Neoplastic Process",0.02,0.5,2003,2007,2,0,"BEFREE"
"229",1029,"CDKN2A",0.3,0.885,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"230",1029,"CDKN2A",0.3,0.885,"C4289580","Epithelioid glioblastoma","disease","","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"231",1029,"CDKN2A",0.3,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.05,1,2002,2019,5,0,"BEFREE"
"232",1030,"CDKN2B",0.417,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,1996,2011,3,0,"BEFREE"
"233",1030,"CDKN2B",0.417,0.769,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2009,2009,2,0,"CTD_human"
"234",1030,"CDKN2B",0.417,0.769,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"235",1030,"CDKN2B",0.417,0.769,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"236",1030,"CDKN2B",0.417,0.769,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"237",1030,"CDKN2B",0.417,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,1996,2011,3,0,"BEFREE"
"238",1031,"CDKN2C",0.527,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.05,1,1999,2016,5,0,"BEFREE"
"239",1031,"CDKN2C",0.527,0.654,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,1999,2,0,"BEFREE"
"240",1031,"CDKN2C",0.527,0.654,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,1999,2,0,"BEFREE"
"241",1031,"CDKN2C",0.527,0.654,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"242",1031,"CDKN2C",0.527,0.654,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.05,1,1999,2016,5,0,"BEFREE"
"243",1032,"CDKN2D",0.547,0.769,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"244",1032,"CDKN2D",0.547,0.769,"C1332969","Childhood Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"245",1048,"CEACAM5",0.42,0.846,"C0334595","Ganglioneuromatosis","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"246",1072,"CFL1",0.529,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"247",1072,"CFL1",0.529,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"248",1084,"CEACAM3",0.494,0.731,"C0334595","Ganglioneuromatosis","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"249",1087,"CEACAM7",0.494,0.769,"C0334595","Ganglioneuromatosis","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"250",1111,"CHEK1",0.492,0.808,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"251",1113,"CHGA",0.49,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.07,1,2009,2019,7,2,"BEFREE"
"252",1113,"CHGA",0.49,0.808,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"253",1114,"CHGB",0.599,0.654,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"254",1116,"CHI3L1",0.419,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"255",1116,"CHI3L1",0.419,0.885,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2011,2011,1,0,"CTD_human"
"256",1116,"CHI3L1",0.419,0.885,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"257",1116,"CHI3L1",0.419,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"258",1116,"CHI3L1",0.419,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2014,2016,2,0,"BEFREE"
"259",1118,"CHIT1",0.525,0.692,"C0085131","Gangliosidosis GM1","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"260",1181,"CLCN2",0.626,0.462,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2003,2003,1,0,"CTD_human"
"261",1182,"CLCN3",0.621,0.615,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2003,2003,1,0,"CTD_human"
"262",1184,"CLCN5",0.593,0.577,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2003,2003,1,0,"CTD_human"
"263",1200,"TPP1",0.551,0.808,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2001,2001,1,0,"BEFREE"
"264",1201,"CLN3",0.572,0.692,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2001,2001,1,0,"BEFREE"
"265",1233,"CCR4",0.51,0.731,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2008,2008,1,0,"CTD_human"
"266",1267,"CNP",0.604,0.692,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"267",1267,"CNP",0.604,0.692,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"268",1285,"COL4A3",0.552,0.692,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"269",1302,"COL11A2",0.435,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"270",1316,"KLF6",0.501,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2000,2003,2,0,"BEFREE"
"271",1316,"KLF6",0.501,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2000,2003,2,0,"BEFREE"
"272",1316,"KLF6",0.501,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"273",1325,"CORT",0.641,0.654,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"274",1326,"MAP3K8",0.516,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"275",1326,"MAP3K8",0.516,0.846,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"276",1326,"MAP3K8",0.516,0.846,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"277",1326,"MAP3K8",0.516,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"278",1351,"COX8A",0.4,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"279",1351,"COX8A",0.4,0.846,"C0280790","Adult Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"280",1351,"COX8A",0.4,0.846,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"281",1351,"COX8A",0.4,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"282",1351,"COX8A",0.4,0.846,"C1332943","Childhood Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"283",1356,"CP",0.466,0.846,"C0854279","Basal ganglion degeneration","disease","","Disease or Syndrome",0.01,1,1995,1995,1,0,"BEFREE"
"284",1363,"CPE",0.584,0.692,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"285",1363,"CPE",0.584,0.692,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"286",1385,"CREB1",0.463,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"287",1385,"CREB1",0.463,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"288",1385,"CREB1",0.463,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"289",1385,"CREB1",0.463,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"290",1392,"CRH",0.439,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,1993,1993,1,0,"BEFREE"
"291",1421,"CRYGD",0.51,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.05,1,2015,2018,5,0,"BEFREE"
"292",1421,"CRYGD",0.51,0.808,"C0334415","Sympathetic paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"293",1431,"CS",0.59,0.654,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"294",1434,"CSE1L",0.521,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"295",1434,"CSE1L",0.521,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"296",1434,"CSE1L",0.521,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"297",1434,"CSE1L",0.521,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"298",1437,"CSF2",0.33,0.962,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"299",1437,"CSF2",0.33,0.962,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"300",1438,"CSF2RA",0.67,0.615,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"301",1462,"VCAN",0.497,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"302",1464,"CSPG4",0.599,0.615,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"303",1464,"CSPG4",0.599,0.615,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"304",1464,"CSPG4",0.599,0.615,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"305",1464,"CSPG4",0.599,0.615,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"306",1499,"CTNNB1",0.303,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2013,2015,2,0,"BEFREE"
"307",1499,"CTNNB1",0.303,0.885,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"308",1499,"CTNNB1",0.303,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2013,2015,2,0,"BEFREE"
"309",1499,"CTNNB1",0.303,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2013,2015,2,0,"BEFREE"
"310",1499,"CTNNB1",0.303,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2013,2015,2,0,"BEFREE"
"311",1499,"CTNNB1",0.303,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.03,1,2016,2016,3,0,"BEFREE"
"312",1523,"CUX1",0.465,0.846,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"313",1523,"CUX1",0.465,0.846,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"314",1523,"CUX1",0.465,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"315",1555,"CYP2B6",0.428,0.846,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.3,1,1998,2001,2,0,"CTD_human"
"316",1562,"CYP2C18",0.666,0.731,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.3,1,1998,1998,1,0,"CTD_human"
"317",1576,"CYP3A4",0.462,0.885,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"318",1587,"ADAM3A",0.792,0.231,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"319",1600,"DAB1",0.626,0.615,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE;LHGDN"
"320",1611,"DAP",0.53,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"321",1611,"DAP",0.53,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"322",1611,"DAP",0.53,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"323",1611,"DAP",0.53,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"324",1612,"DAPK1",0.472,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"325",1612,"DAPK1",0.472,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"326",1612,"DAPK1",0.472,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"327",1612,"DAPK1",0.472,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"328",1613,"DAPK3",0.612,0.654,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"329",1616,"DAXX",0.544,0.692,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"330",1621,"DBH",0.511,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"331",1633,"DCK",0.561,0.692,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"332",1641,"DCX",0.511,0.769,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"333",1641,"DCX",0.511,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2005,2006,2,0,"BEFREE"
"334",1641,"DCX",0.511,0.769,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.03,1,2002,2006,3,0,"BEFREE"
"335",1641,"DCX",0.511,0.769,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"336",1641,"DCX",0.511,0.769,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"337",1641,"DCX",0.511,0.769,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"338",1641,"DCX",0.511,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2005,2006,2,0,"BEFREE"
"339",1641,"DCX",0.511,0.769,"C1332969","Childhood Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
